"filename", "language", "pip requirements", "Python", "Markdown", "comment", "blank", "total"
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\datasets\gsm8k_contamination\gsm8k_contamination_ppl_ecdd22.py", "Python", 0, 48, 0, 0, 10, 58
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\eval_api_demo.py", "Python", 0, 7, 0, 0, 3, 10
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\baichuan\hf_baichuan2_13b_base.py", "Python", 0, 11, 0, 0, 2, 13
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\baichuan\hf_baichuan2_13b_chat.py", "Python", 0, 27, 0, 0, 3, 30
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\baichuan\hf_baichuan2_7b_base.py", "Python", 0, 11, 0, 0, 2, 13
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\baichuan\hf_baichuan2_7b_chat.py", "Python", 0, 27, 0, 0, 3, 30
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\baichuan\hf_baichuan_13b_base.py", "Python", 0, 18, 0, 0, 3, 21
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\baichuan\hf_baichuan_13b_chat.py", "Python", 0, 18, 0, 0, 3, 21
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\baichuan\hf_baichuan_7b.py", "Python", 0, 18, 0, 0, 3, 21
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\qwen2_5\hf_qwen2_5_0_5b_instruct.py", "Python", 0, 11, 0, 0, 2, 13
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\qwen2_5\hf_qwen2_5_14b_instruct.py", "Python", 0, 11, 0, 0, 2, 13
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\qwen2_5\hf_qwen2_5_1_5b_instruct.py", "Python", 0, 11, 0, 0, 2, 13
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\qwen2_5\hf_qwen2_5_32b_instruct.py", "Python", 0, 11, 0, 0, 2, 13
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\qwen2_5\hf_qwen2_5_3b_instruct.py", "Python", 0, 11, 0, 0, 2, 13
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\qwen2_5\hf_qwen2_5_72b_instruct.py", "Python", 0, 11, 0, 0, 2, 13
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\qwen2_5\hf_qwen2_5_7b_instruct.py", "Python", 0, 11, 0, 0, 2, 13
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\qwen2_5\lmdeploy_qwen2_5_0_5b_instruct.py", "Python", 0, 14, 0, 0, 2, 16
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\qwen2_5\lmdeploy_qwen2_5_14b_instruct.py", "Python", 0, 14, 0, 0, 2, 16
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\qwen2_5\lmdeploy_qwen2_5_1_5b.py", "Python", 0, 14, 0, 0, 2, 16
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\qwen2_5\lmdeploy_qwen2_5_1_5b_instruct.py", "Python", 0, 14, 0, 0, 2, 16
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\qwen2_5\lmdeploy_qwen2_5_32b_instruct.py", "Python", 0, 14, 0, 0, 2, 16
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\qwen2_5\lmdeploy_qwen2_5_3b_instruct.py", "Python", 0, 14, 0, 0, 2, 16
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\qwen2_5\lmdeploy_qwen2_5_72b_instruct.py", "Python", 0, 14, 0, 0, 2, 16
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\qwen2_5\lmdeploy_qwen2_5_7b.py", "Python", 0, 14, 0, 0, 2, 16
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\qwen2_5\lmdeploy_qwen2_5_7b_instruct.py", "Python", 0, 14, 0, 0, 2, 16
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\qwen2_5\vllm_qwen2_5_0_5b_instruct.py", "Python", 0, 13, 0, 0, 2, 15
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\qwen2_5\vllm_qwen2_5_14b_instruct.py", "Python", 0, 13, 0, 0, 2, 15
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\qwen2_5\vllm_qwen2_5_1_5b_instruct.py", "Python", 0, 13, 0, 0, 2, 15
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\qwen2_5\vllm_qwen2_5_32b_instruct.py", "Python", 0, 13, 0, 0, 2, 15
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\qwen2_5\vllm_qwen2_5_3b_instruct.py", "Python", 0, 13, 0, 0, 2, 15
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\qwen2_5\vllm_qwen2_5_72b_instruct.py", "Python", 0, 13, 0, 0, 2, 15
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\models\qwen2_5\vllm_qwen2_5_7b_instruct.py", "Python", 0, 13, 0, 0, 2, 15
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\agent_bench.py", "Python", 0, 24, 0, 5, 4, 33
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\charm_reason.py", "Python", 0, 96, 0, 0, 3, 99
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\chat_OC15.py", "Python", 0, 74, 0, 0, 8, 82
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\chat_OC15_multi_faceted.py", "Python", 0, 137, 0, 0, 12, 149
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\cibench.py", "Python", 0, 59, 0, 0, 4, 63
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\code_passk.py", "Python", 0, 38, 0, 3, 3, 44
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\compassbench_v1_1_objective.py", "Python", 0, 196, 0, 21, 28, 245
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\compassbench_v1_1_objective_public.py", "Python", 0, 19, 0, 0, 4, 23
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\compassbench_v1_3_objective.py", "Python", 0, 188, 0, 12, 5, 205
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\compassbench_v1_objective.py", "Python", 0, 193, 0, 7, 28, 228
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\contamination.py", "Python", 0, 191, 0, 0, 15, 206
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\example.py", "Python", 0, 17, 0, 0, 3, 20
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\GaokaoBench.py", "Python", 0, 4, 0, 1, 2, 7
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\MMLUArabic.py", "Python", 0, 42, 0, 0, 9, 51
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\agieval.py", "Python", 0, 13, 0, 0, 5, 18
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\bbh.py", "Python", 0, 4, 0, 1, 2, 7
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\calm.py", "Python", 0, 134, 0, 28, 8, 170
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\ceval.py", "Python", 0, 35, 0, 0, 13, 48
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\charm_reason.py", "Python", 0, 31, 0, 0, 5, 36
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\cibench.py", "Python", 0, 378, 0, 4, 14, 396
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\cmmlu.py", "Python", 0, 95, 0, 0, 10, 105
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\ds1000.py", "Python", 0, 4, 0, 0, 2, 6
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\flores.py", "Python", 0, 29, 0, 0, 3, 32
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\humanevalx.py", "Python", 0, 4, 0, 0, 2, 6
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\infinitebench.py", "Python", 0, 4, 0, 0, 2, 6
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\jigsaw_multilingual.py", "Python", 0, 4, 0, 1, 2, 7
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\lawbench.py", "Python", 0, 27, 0, 0, 3, 30
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\lcbench.py", "Python", 0, 3, 0, 0, 1, 4
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\legacy\cibench.py", "Python", 0, 99, 0, 3, 8, 110
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\leval.py", "Python", 0, 3, 0, 0, 1, 4
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\longbench.py", "Python", 0, 20, 0, 1, 2, 23
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\lveval.py", "Python", 0, 106, 0, 0, 5, 111
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\mathbench.py", "Python", 0, 85, 0, 0, 4, 89
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\mathbench_2024.py", "Python", 0, 21, 0, 0, 6, 27
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\mathbench_agent.py", "Python", 0, 74, 0, 0, 2, 76
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\mathbench_v1.py", "Python", 0, 13, 0, 0, 1, 14
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\mathbench_v1_2024.py", "Python", 0, 38, 0, 0, 7, 45
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\mathbench_v1_2024_lang.py", "Python", 0, 94, 0, 10, 13, 117
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\mgsm.py", "Python", 0, 8, 0, 0, 2, 10
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\mmlu.py", "Python", 0, 18, 0, 0, 6, 24
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\mmlu_pro.py", "Python", 0, 4, 0, 0, 2, 6
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\plugineval.py", "Python", 0, 134, 0, 7, 10, 151
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\ruler.py", "Python", 0, 26, 0, 0, 2, 28
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\scibench.py", "Python", 0, 5, 0, 0, 2, 7
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\scicode.py", "Python", 0, 23, 0, 0, 1, 24
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\teval.py", "Python", 0, 67, 0, 2, 5, 74
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\tydiqa.py", "Python", 0, 4, 0, 0, 2, 6
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\groups\xiezhi.py", "Python", 0, 3, 0, 0, 2, 5
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\infinitebench.py", "Python", 0, 6, 0, 0, 3, 9
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\internlm2_keyset.py", "Python", 0, 18, 0, 0, 3, 21
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\lawbench.py", "Python", 0, 56, 0, 0, 3, 59
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\leaderboard.py", "Python", 0, 77, 0, 18, 5, 100
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\leval.py", "Python", 0, 25, 0, 0, 1, 26
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\longbench.py", "Python", 0, 32, 0, 0, 1, 33
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\longeval_v2.py", "Python", 0, 59, 0, 0, 3, 62
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\lveval.py", "Python", 0, 112, 0, 0, 3, 115
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\math_agent.py", "Python", 0, 23, 0, 0, 3, 26
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\math_baseline.py", "Python", 0, 17, 0, 0, 3, 20
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\mathbench.py", "Python", 0, 18, 0, 0, 1, 19
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\mathbench_v1.py", "Python", 0, 41, 0, 0, 1, 42
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\medium.py", "Python", 0, 74, 0, 17, 3, 94
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\mmlu_pro.py", "Python", 0, 23, 0, 0, 3, 26
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\needlebench.py", "Python", 0, 285, 0, 3, 32, 320
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\plugineval.py", "Python", 0, 33, 0, 0, 4, 37
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\ruler.py", "Python", 0, 65, 0, 0, 7, 72
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\scicode.py", "Python", 0, 13, 0, 0, 3, 16
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\small.py", "Python", 0, 59, 0, 0, 3, 62
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\subjective.py", "Python", 0, 4, 0, 0, 2, 6
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\teval.py", "Python", 0, 33, 0, 0, 4, 37
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\configs\summarizers\tiny.py", "Python", 0, 28, 0, 0, 3, 31
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\__init__.py", "Python", 0, 13, 0, 1, 6, 20
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\cli\__init__.py", "Python", 0, 0, 0, 0, 1, 1
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\cli\main.py", "Python", 0, 327, 0, 28, 37, 392
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\dataset_collections\chat_OC15.py", "Python", 0, 20, 0, 0, 3, 23
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\datasets\gsm8k\README.md", "Markdown", 0, 0, 64, 0, 6, 70
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\datasets\gsm8k\deprecated_gsm8k_agent_gen_be1606.py", "Python", 0, 47, 0, 1, 8, 56
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\datasets\gsm8k\gsm8k_0shot_gen_a58960.py", "Python", 0, 32, 0, 0, 5, 37
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\datasets\gsm8k\gsm8k_0shot_nocot_gen_6cbf22.py", "Python", 0, 33, 0, 0, 5, 38
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\datasets\gsm8k\gsm8k_0shot_v2_gen_6e39a4.py", "Python", 0, 33, 0, 0, 5, 38
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\datasets\gsm8k\gsm8k_0shot_v2_gen_a58960.py", "Python", 0, 33, 0, 0, 5, 38
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\datasets\gsm8k\gsm8k_agent_gen_c3dff3.py", "Python", 0, 47, 0, 1, 8, 56
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\datasets\gsm8k\gsm8k_gen.py", "Python", 0, 3, 0, 0, 2, 5
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\datasets\gsm8k\gsm8k_gen_17d0dc.py", "Python", 0, 35, 0, 0, 4, 39
"d:\for_developing\ascend_tools\tools\ais-bench_workload\experimental_tools\benchmark\ais_bench\opencompass\configs\datasets\gsm8k\gsm8k_gen_1d7fe4.py", "Python", 0, 35, 0, 0, 6, 41
